index,PN_URL,edprinc,TM_ID,PN_title,provenance,daterange,language,translation,image,multiple_TMs,trema_status,,batch_order
164,http://www.papyri.info/ddbdp/p.oxy;14;1649,p.oxy 14 1649,21957,Letter;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,59
165,http://www.papyri.info/ddbdp/p.oxy;14;1657,p.oxy 14 1657,31775,Letter;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,60
166,http://www.papyri.info/ddbdp/p.oxy;14;1661,p.oxy 14 1661,21962,A Boy’s Letter;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,61
167,http://www.papyri.info/ddbdp/p.oxy;14;1662,p.oxy 14 1662,21963,Two Letters;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,62
168,http://www.papyri.info/ddbdp/p.oxy;14;1663,p.oxy 14 1663,29013,Letter;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,63
169,http://www.papyri.info/ddbdp/p.oxy;14;1664,p.oxy 14 1664,21964,Petition of Dionysia to the Praefect;,Oxyrhynchos;,186 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,64
170,http://www.papyri.info/ddbdp/p.oxy;14;1665,p.oxy 14 1665,31776,Registration of a Sale;,Oxyrhynchos;,77 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,65
171,http://www.papyri.info/ddbdp/p.oxy;14;1666,p.oxy 14 1666,31777,Registration of a Mortgage;,Oxyrhynchos;,79 CE;," grc, grc;",None;,None;,no,has marked tremas,,66
172,http://www.papyri.info/ddbdp/p.oxy;14;1667,p.oxy 14 1667,31778,Loan of Money;,Oxyrhynchos;,57 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,67
173,http://www.papyri.info/ddbdp/p.oxy;14;1668,p.oxy 14 1668,31779,Extortion by a Tax - Collector;,Oxyrhynchos;,50 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,68
174,http://www.papyri.info/ddbdp/p.oxy;14;1669,p.oxy 14 1669,31780,Extortion by a Tax - Collector;,Oxyrhynchos;,50 CE;," grc, grc;",None;,Print;,no,has marked tremas,,69
175,http://www.papyri.info/ddbdp/p.oxy;14;1670,p.oxy 14 1670,31781,Letter Concerning a Property Return;,Oxyrhynchos;,54 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,70
176,http://www.papyri.info/ddbdp/p.oxy;14;1671,p.oxy 14 1671,31782,Letter Concerning a Mouse - Catcher;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,has marked tremas,,71
177,http://www.papyri.info/ddbdp/p.oxy;14;1673,p.oxy 14 1673,29014,Letter to a Relative;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,has marked tremas,,72
178,http://www.papyri.info/ddbdp/p.oxy;14;1674,p.oxy 14 1674,31783,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,73
179,http://www.papyri.info/ddbdp/p.oxy;14;1675,p.oxy 14 1675,31784,keiner;,Oxyrhynchos;,77 CE - 83 CE;," grc, grc;",None;,"Img, Img (ext.);",no,has marked tremas,,74
180,http://www.papyri.info/ddbdp/p.oxy;14;1676,p.oxy 14 1676,21966,Order to the Agoranomos to Register the Sale of a Slave;,Oxyrhynchos;,89 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,75
181,http://www.papyri.info/ddbdp/p.oxy;14;1677,p.oxy 14 1677,31785,keiner;,Oxyrhynchos;,89 CE;," grc, grc;",None;,"Img, Img (ext.);",no,has marked tremas,,76
182,http://www.papyri.info/ddbdp/p.oxy;14;1678,p.oxy 14 1678,31786,keiner;,Oxyrhynchos;,81 CE - 83 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,77
183,http://www.papyri.info/ddbdp/p.oxy;14;1679,p.oxy 14 1679,31787,keiner;,Oxyrhynchos;,99 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,78
184,http://www.papyri.info/ddbdp/p.oxy;14;1680,p.oxy 14 1680,31788,keiner;,Oxyrhynchos;,100 CE;," grc, grc;",None;,Print;,no,has marked tremas,,79
185,http://www.papyri.info/ddbdp/p.oxy;14;1681,p.oxy 14 1681,31789,keiner;,Oxyrhynchos;,100 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,80
186,http://www.papyri.info/ddbdp/p.oxy;14;1755,p.oxy 14 1755,29020,keiner;,Oxyrhynchos;,95 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,81
187,http://www.papyri.info/ddbdp/p.oxy;14;1757,p.oxy 14 1757,22005,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,82
188,http://www.papyri.info/ddbdp/p.oxy;14;1758,p.oxy 14 1758,29021,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,has marked tremas,,83
189,http://www.papyri.info/ddbdp/p.oxy;14;1759,p.oxy 14 1759,29022,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,84
190,http://www.papyri.info/ddbdp/p.oxy;14;1760,p.oxy 14 1760,29023,Circular to Officials;,Oxyrhynchos;,184 CE - 216 CE;," grc, grc;",None;,None;,no,has marked tremas,,85
191,http://www.papyri.info/ddbdp/p.oxy;14;1761,p.oxy 14 1761,29024,Application for Leave to Mortgage;,Oxyrhynchos;,108 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,86
192,http://www.papyri.info/ddbdp/p.oxy;14;1762,p.oxy 14 1762,29025,Notification to the Strategus;,Oxyrhynchos;,178 CE;," grc, grc;",None;,None;,no,no editorial tremas,,87
193,http://www.papyri.info/ddbdp/p.oxy;14;1763,p.oxy 14 1763,22006,Petition to the Epistrategus;,Oxyrhynchos;,156 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,88
194,http://www.papyri.info/ddbdp/p.oxy;14;1764,p.oxy 14 1764,31806,Order for Payment in Kind;,Oxyrhynchos;,160 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,89
195,http://www.papyri.info/ddbdp/p.oxy;14;1765,p.oxy 14 1765,31807,Invitation to Dinner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,90
196,http://www.papyri.info/ddbdp/p.oxy;14;1766,p.oxy 14 1766,31808,Letter of Cyrillus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,91
197,http://www.papyri.info/ddbdp/p.oxy;14;1767,p.oxy 14 1767,31809,Letter of Hatres;,Oxyrhynchos;,101 CE - 225 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,92
198,http://www.papyri.info/ddbdp/p.oxy;14;1769,p.oxy 14 1769,31811,Letter of Serenus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,has marked tremas,,93
199,http://www.papyri.info/ddbdp/p.oxy;14;1770,p.oxy 14 1770,31812,Letter to Athenarus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,94
200,http://www.papyri.info/ddbdp/p.oxy;14;1771,p.oxy 14 1771,31813,Letter of Dionysius;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,95
201,http://www.papyri.info/ddbdp/p.oxy;14;1772,p.oxy 14 1772,31814,Letter of Cornelius;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,96
202,http://www.papyri.info/ddbdp/p.oxy;14;1774,p.oxy 14 1774,33676,Letter of Heraclides;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,97
592,http://www.papyri.info/ddbdp/p.oxy;17;2113,p.oxy 17 2113,17496,Commissariat;,Oxyrhynchos;,323 CE;," grc, grc;",None;,None;,no,no editorial tremas,,46
593,http://www.papyri.info/ddbdp/p.oxy;17;2114,p.oxy 17 2114,17497,Payment of a Fine;,Oxyrhynchos;,221 CE;," grc, grc;",None;,None;,no,has marked tremas,,47
594,http://www.papyri.info/ddbdp/p.oxy;17;2115,p.oxy 17 2115,17498,Letter of a Centurion;,Oxyrhynchos;,222 CE;," grc, grc;",None;,None;,no,no editorial tremas,,48
716,http://www.papyri.info/ddbdp/p.oxy;17;2116,p.oxy 17 2116,17499,Official Confirmation of the Return of a Will;,Oxyrhynchos;,116 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,5
203,http://www.papyri.info/ddbdp/p.oxy;17;2131dupl,p.oxy 17 2131dupl,17511,Letter of Apion;,Oxyrhynchos;,176 CE - 225 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,98
595,http://www.papyri.info/ddbdp/p.oxy;17;2133,p.oxy 17 2133,17513,Letter of a Centurion;,Oxyrhynchos;,242 CE - 246 CE;," grc, grc;",None;,None;,no,has marked tremas,,49
596,http://www.papyri.info/ddbdp/p.oxy;17;2140,p.oxy 17 2140,30669,Lading and Inspection of Corn;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,50
204,http://www.papyri.info/ddbdp/p.oxy;18;2183,p.oxy 18 2183,22162,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,99
205,http://www.papyri.info/ddbdp/p.oxy;18;2184,p.oxy 18 2184,45339,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,100
206,http://www.papyri.info/ddbdp/p.oxy;18;2187,p.oxy 18 2187,22166,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,"Img, Img (ext.);",no,has marked tremas,,101
207,http://www.papyri.info/ddbdp/p.oxy;18;2192,p.oxy 18 2192,29029,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,102
208,http://www.papyri.info/ddbdp/p.oxy;18;2198,p.oxy 18 2198,29030,Petition to the Epistrategus;,Oxyrhynchos;,179 CE - 181 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,103
209,http://www.papyri.info/ddbdp/p.oxy;18;2200,p.oxy 18 2200,29031,keiner;,Oxyrhynchos;,193 CE - 194 CE;," grc, grc;",None;,None;,no,no editorial tremas,,104
210,http://www.papyri.info/ddbdp/p.oxy;19;2228,p.oxy 19 2228,22177,Letter to a Strategus;,Oxyrhynchos;,234 CE - 238 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,105
597,http://www.papyri.info/ddbdp/p.oxy;19;2235,p.oxy 19 2235,22185,Dispute Concerning Property;,Oxyrhynchos;,338 CE;," grc, grc;",None;,None;,no,has marked tremas,,51
65,http://www.papyri.info/ddbdp/p.oxy;2;237,p.oxy 2 237,20506,Petition of Dionysia to the Praefect;,Oxyrhynchos;,186 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,64
66,http://www.papyri.info/ddbdp/p.oxy;2;242,p.oxy 2 242,20511,Registration of a Sale;,Oxyrhynchos;,77 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,65
67,http://www.papyri.info/ddbdp/p.oxy;2;243,p.oxy 2 243,20512,Registration of a Mortgage;,Oxyrhynchos;,79 CE;," grc, grc;",None;,None;,no,no editorial tremas,,66
68,http://www.papyri.info/ddbdp/p.oxy;2;269,p.oxy 2 269,20540,Loan of Money;,Oxyrhynchos;,57 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,67
69,http://www.papyri.info/ddbdp/p.oxy;2;284,p.oxy 2 284,20555,Extortion by a Tax - Collector;,Oxyrhynchos;,50 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,68
70,http://www.papyri.info/ddbdp/p.oxy;2;285,p.oxy 2 285,20556,Extortion by a Tax - Collector;,Oxyrhynchos;,50 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,69
71,http://www.papyri.info/ddbdp/p.oxy;2;297,p.oxy 2 297,20570,Letter Concerning a Property Return;,Oxyrhynchos;,54 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,70
72,http://www.papyri.info/ddbdp/p.oxy;2;299,p.oxy 2 299,25672,Letter Concerning a Mouse - Catcher;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,71
73,http://www.papyri.info/ddbdp/p.oxy;2;300,p.oxy 2 300,25673,Letter to a Relative;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,72
74,http://www.papyri.info/ddbdp/p.oxy;2;327,p.oxy 2 327,25674,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,73
75,http://www.papyri.info/ddbdp/p.oxy;2;330,p.oxy 2 330,20574,keiner;,Oxyrhynchos;,77 CE - 83 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,74
76,http://www.papyri.info/ddbdp/p.oxy;2;332,p.oxy 2 332,20575,Order to the Agoranomos to Register the Sale of a Slave;,Oxyrhynchos;,89 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,75
77,http://www.papyri.info/ddbdp/p.oxy;2;333,p.oxy 2 333,20576,keiner;,Oxyrhynchos;,89 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,76
78,http://www.papyri.info/ddbdp/p.oxy;2;334,p.oxy 2 334,20577,keiner;,Oxyrhynchos;,81 CE - 83 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,77
79,http://www.papyri.info/ddbdp/p.oxy;2;338,p.oxy 2 338,20580,keiner;,Oxyrhynchos;,99 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,78
80,http://www.papyri.info/ddbdp/p.oxy;2;342,p.oxy 2 342,20583,keiner;,Oxyrhynchos;,100 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,79
81,http://www.papyri.info/ddbdp/p.oxy;2;346,p.oxy 2 346,20585,keiner;,Oxyrhynchos;,100 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,80
82,http://www.papyri.info/ddbdp/p.oxy;2;347,p.oxy 2 347,20586,keiner;,Oxyrhynchos;,95 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,81
83,http://www.papyri.info/ddbdp/p.oxy;2;348,p.oxy 2 348,25677,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,82
84,http://www.papyri.info/ddbdp/p.oxy;2;396,p.oxy 2 396,25686,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,83
85,http://www.papyri.info/ddbdp/p.oxy;2;400,p.oxy 2 400,25689,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,84
211,http://www.papyri.info/ddbdp/p.oxy;20;2271,p.oxy 20 2271,30486,Apportionment of Duties to an Exegetes;,Oxyrhynchos;,294 CE;," grc, grc;",None;,None;,no,no editorial tremas,,106
212,http://www.papyri.info/ddbdp/p.oxy;20;2274,p.oxy 20 2274,30488,Invitation to Dinner;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,107
213,http://www.papyri.info/ddbdp/p.oxy;20;2278,p.oxy 20 2278,30490,Invitation to a Wedding;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,108
214,http://www.papyri.info/ddbdp/p.oxy;22;2342,p.oxy 22 2342,22214,Letter of Lucius;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,109
717,http://www.papyri.info/ddbdp/p.oxy;24;2410,p.oxy 24 2410,16926,Letter to a Tax - Farmer of the xenike praktoria;,Oxyrhynchos;,206 CE - 212 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,6
215,http://www.papyri.info/ddbdp/p.oxy;24;2411,p.oxy 24 2411,16927,Letter to Ptolemaeus from his Mother;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,110
216,http://www.papyri.info/ddbdp/p.oxy;27;2477,p.oxy 27 2477,17011,Letter of Theopompus to a Strategus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,has marked tremas,,111
86,http://www.papyri.info/ddbdp/p.oxy;3;474,p.oxy 3 474,20609,Circular to Officials;,Oxyrhynchos;,184 CE - 216 CE;," grc, grc;",None;,None;,no,no editorial tremas,,85
87,http://www.papyri.info/ddbdp/p.oxy;3;483,p.oxy 3 483,20619,Application for Leave to Mortgage;,Oxyrhynchos;,108 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,86
88,http://www.papyri.info/ddbdp/p.oxy;3;485,p.oxy 3 485,20621,Notification to the Strategus;,Oxyrhynchos;,178 CE;," grc, grc;",None;,None;,no,has marked tremas,,87
89,http://www.papyri.info/ddbdp/p.oxy;3;487,p.oxy 3 487,20623,Petition to the Epistrategus;,Oxyrhynchos;,156 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,88
90,http://www.papyri.info/ddbdp/p.oxy;3;516,p.oxy 3 516,20647,Order for Payment in Kind;,Oxyrhynchos;,160 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,89
91,http://www.papyri.info/ddbdp/p.oxy;3;523,p.oxy 3 523,28363,Invitation to Dinner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,90
92,http://www.papyri.info/ddbdp/p.oxy;3;526,p.oxy 3 526,28366,Letter of Cyrillus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,91
93,http://www.papyri.info/ddbdp/p.oxy;3;527,p.oxy 3 527,28367,Letter of Hatres;,Oxyrhynchos;,101 CE - 225 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,92
94,http://www.papyri.info/ddbdp/p.oxy;3;528,p.oxy 3 528,28368,Letter of Serenus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,93
95,http://www.papyri.info/ddbdp/p.oxy;3;529,p.oxy 3 529,28369,Letter to Athenarus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,94
96,http://www.papyri.info/ddbdp/p.oxy;3;530,p.oxy 3 530,28370,Letter of Dionysius;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,has marked tremas,,95
97,http://www.papyri.info/ddbdp/p.oxy;3;531,p.oxy 3 531,28371,Letter of Cornelius;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,96
98,http://www.papyri.info/ddbdp/p.oxy;3;532,p.oxy 3 532,28372,Letter of Heraclides;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,97
99,http://www.papyri.info/ddbdp/p.oxy;3;533,p.oxy 3 533,28373,Letter of Apion;,Oxyrhynchos;,176 CE - 225 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,98
100,http://www.papyri.info/ddbdp/p.oxy;3;582,p.oxy 3 582,28379,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,99
753,http://www.papyri.info/ddbdp/p.oxy;3;587,p.oxy 3 587,28381,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",head,no editorial tremas,,0
780,http://www.papyri.info/ddbdp/p.oxy;3;587,p.oxy 3 587,28382,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",28381,no editorial tremas,,9
781,http://www.papyri.info/ddbdp/p.oxy;3;587,p.oxy 3 587,28383,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",28381,no editorial tremas,,10
101,http://www.papyri.info/ddbdp/p.oxy;3;589,p.oxy 3 589,28384,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,100
102,http://www.papyri.info/ddbdp/p.oxy;3;642,p.oxy 3 642,28393,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,101
103,http://www.papyri.info/ddbdp/p.oxy;3;644,p.oxy 3 644,28395,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,102
694,http://www.papyri.info/ddbdp/p.oxy;31;2559,p.oxy 31 2559,26931,Official correspondence;,Oxyrhynchos;,297 CE - 298 CE;," grc, grc;",None;,None;,no,has marked tremas,,11
217,http://www.papyri.info/ddbdp/p.oxy;31;2563,p.oxy 31 2563,16886,Letter of Thais;,Oxyrhynchos;,176 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,112
218,http://www.papyri.info/ddbdp/p.oxy;31;2567,p.oxy 31 2567,16891,Letter of Diogenes;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,113
219,http://www.papyri.info/ddbdp/p.oxy;31;2569,p.oxy 31 2569,16893,Letter of Aurelius Stephanus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,114
220,http://www.papyri.info/ddbdp/p.oxy;31;2590,p.oxy 31 2590,16904,Letter of Serenus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,115
695,http://www.papyri.info/ddbdp/p.oxy;31;2593,p.oxy 31 2593,26937,Miscellaneous papyri;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,12
221,http://www.papyri.info/ddbdp/p.oxy;31;2594,p.oxy 31 2594,26938,Letter of Pausanias;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,116
598,http://www.papyri.info/ddbdp/p.oxy;31;2595,p.oxy 31 2595,30434,Complaint of a Pilot;,Oxyrhynchos;,338 CE;," grc, grc;",None;,None;,no,no editorial tremas,,52
599,http://www.papyri.info/ddbdp/p.oxy;31;2596,p.oxy 31 2596,30435,Order for Payment of Wheat;,Oxyrhynchos;,179 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,53
600,http://www.papyri.info/ddbdp/p.oxy;31;2602,p.oxy 31 2602,32693,Revocation of a Will;,Oxyrhynchos;,123 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,54
718,http://www.papyri.info/ddbdp/p.oxy;31;2616,p.oxy 31 2616,30444,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,7
222,http://www.papyri.info/ddbdp/p.oxy;33;2665,p.oxy 33 2665,16870,Letter of Demarchus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,117
223,http://www.papyri.info/ddbdp/p.oxy;33;2666,p.oxy 33 2666,16871,Private Correspondence;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Print;,no,has marked tremas,,118
224,http://www.papyri.info/ddbdp/p.oxy;33;2667,p.oxy 33 2667,16872,Private Correspondence;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,119
601,http://www.papyri.info/ddbdp/p.oxy;33;2668,p.oxy 33 2668,16873,Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,55
696,http://www.papyri.info/ddbdp/p.oxy;33;2679,p.oxy 33 2679,26929,Inizio di documento ufficiale;,Oxyrhynchos;,72 CE - 73 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,13
697,http://www.papyri.info/ddbdp/p.oxy;33;2680,p.oxy 33 2680,26930,Petition an den Präfekten von Ägypten Flavius Philagrius;,Oxyrhynchos;,334 CE - 340 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,14
698,http://www.papyri.info/ddbdp/p.oxy;33;2681,p.oxy 33 2681,16882,Rechtfertigung eines Dammaufsehers gegenüber dem Idioslogos;,Oxyrhynchos;,148 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,15
225,http://www.papyri.info/ddbdp/p.oxy;34;2705,p.oxy 34 2705,16579,Petition to the Epistrategus;,Oxyrhynchos;,162 CE;," grc, grc;",None;,None;,no,no editorial tremas,,120
226,http://www.papyri.info/ddbdp/p.oxy;34;2713,p.oxy 34 2713,16586,Order for Delivery of Wine;,Oxyrhynchos;,231 CE - 263 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,121
227,http://www.papyri.info/ddbdp/p.oxy;34;2714,p.oxy 34 2714,16587,Order for Delivery of Wine;,Oxyrhynchos;,235 CE - 267 CE;," grc, grc;",None;,None;,no,has marked tremas,,122
228,http://www.papyri.info/ddbdp/p.oxy;34;2719,p.oxy 34 2719,30394,Letter of Marcus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,123
229,http://www.papyri.info/ddbdp/p.oxy;34;2725,p.oxy 34 2725,16596,Letter to Amois;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,124
230,http://www.papyri.info/ddbdp/p.oxy;34;2726,p.oxy 34 2726,26874,Letter to Didymas;,Oxyrhynchos;,218 CE - 219 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,125
231,http://www.papyri.info/ddbdp/p.oxy;34;2728,p.oxy 34 2728,16597,Letter of Hephaestion;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,126
232,http://www.papyri.info/ddbdp/p.oxy;34;2730,p.oxy 34 2730,30397,Letter of Nemesianus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,127
233,http://www.papyri.info/ddbdp/p.oxy;36;2781,p.oxy 36 2781,26870,Letter of Helene;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Print;,no,has marked tremas,,128
234,http://www.papyri.info/ddbdp/p.oxy;36;2782,p.oxy 36 2782,16570,Letter of Satornilus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.);",no,has marked tremas,,129
235,http://www.papyri.info/ddbdp/p.oxy;36;2783,p.oxy 36 2783,30385,Letter of Troilus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,130
236,http://www.papyri.info/ddbdp/p.oxy;36;2784,p.oxy 36 2784,30386,Edict of a Praefect;,Oxyrhynchos;,206 CE;," grc, grc;",None;,Print;,no,has marked tremas,,131
237,http://www.papyri.info/ddbdp/p.oxy;36;2785,p.oxy 36 2785,32644,Application for Payment;,Oxyrhynchos;,306 CE;," grc, grc;",None;,None;,no,has marked tremas,,132
