index,PN_URL,edprinc,TM_ID,PN_title,provenance,daterange,language,translation,image,multiple_TMs,trema_status,,batch_order
341,http://www.papyri.info/ddbdp/p.oxy;48;3387,p.oxy 48 3387,22483,Letter of Heraclides;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,97
342,http://www.papyri.info/ddbdp/p.oxy;49;3463,p.oxy 49 3463,15625,Letter of Apion;,Oxyrhynchos;,176 CE - 225 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,98
343,http://www.papyri.info/ddbdp/p.oxy;49;3464,p.oxy 49 3464,15626,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,99
344,http://www.papyri.info/ddbdp/p.oxy;49;3466,p.oxy 49 3466,15628,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,100
345,http://www.papyri.info/ddbdp/p.oxy;49;3467,p.oxy 49 3467,15629,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,"Img, Img (ext.);",no,has marked tremas,,101
346,http://www.papyri.info/ddbdp/p.oxy;49;3472,p.oxy 49 3472,15632,keiner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,102
347,http://www.papyri.info/ddbdp/p.oxy;49;3477,p.oxy 49 3477,15637,Petition to the Epistrategus;,Oxyrhynchos;,179 CE - 181 CE;," grc, grc;",None;,"Img, Img (ext.);",no,has marked tremas,,103
348,http://www.papyri.info/ddbdp/p.oxy;49;3501,p.oxy 49 3501,30177,keiner;,Oxyrhynchos;,193 CE - 194 CE;," grc, grc;",None;,None;,no,has marked tremas,,104
349,http://www.papyri.info/ddbdp/p.oxy;49;3503,p.oxy 49 3503,24965,Letter to a Strategus;,Oxyrhynchos;,234 CE - 238 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,105
350,http://www.papyri.info/ddbdp/p.oxy;49;3505,p.oxy 49 3505,26609,Apportionment of Duties to an Exegetes;,Oxyrhynchos;,294 CE;," grc, grc;",None;,None;,no,no editorial tremas,,106
351,http://www.papyri.info/ddbdp/p.oxy;49;3506,p.oxy 49 3506,30179,Invitation to Dinner;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,107
352,http://www.papyri.info/ddbdp/p.oxy;49;3507,p.oxy 49 3507,15656,Invitation to a Wedding;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,108
353,http://www.papyri.info/ddbdp/p.oxy;49;3513,p.oxy 49 3513,45253,Letter of Lucius;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,109
354,http://www.papyri.info/ddbdp/p.oxy;49;3514,p.oxy 49 3514,45254,Letter to Ptolemaeus from his Mother;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,110
355,http://www.papyri.info/ddbdp/p.oxy;49;3515,p.oxy 49 3515,45255,Letter of Theopompus to a Strategus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,111
356,http://www.papyri.info/ddbdp/p.oxy;49;3516,p.oxy 49 3516,45256,Letter of Thais;,Oxyrhynchos;,176 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,112
357,http://www.papyri.info/ddbdp/p.oxy;49;3517,p.oxy 49 3517,45257,Letter of Diogenes;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,113
358,http://www.papyri.info/ddbdp/p.oxy;49;3518,p.oxy 49 3518,45258,Letter of Aurelius Stephanus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,114
359,http://www.papyri.info/ddbdp/p.oxy;49;3519,p.oxy 49 3519,45259,Letter of Serenus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,115
360,http://www.papyri.info/ddbdp/p.oxy;49;3520,p.oxy 49 3520,15674,Letter of Pausanias;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,116
361,http://www.papyri.info/ddbdp/p.oxy;49;3521,p.oxy 49 3521,45261,Letter of Demarchus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,117
362,http://www.papyri.info/ddbdp/p.oxy;50;3556,p.oxy 50 3556,15380,Private Correspondence;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,118
363,http://www.papyri.info/ddbdp/p.oxy;50;3563,p.oxy 50 3563,15385,Private Correspondence;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,119
364,http://www.papyri.info/ddbdp/p.oxy;50;3570,p.oxy 50 3570,15392,Petition to the Epistrategus;,Oxyrhynchos;,162 CE;," grc, grc;",None;,None;,no,has marked tremas,,120
365,http://www.papyri.info/ddbdp/p.oxy;50;3578,p.oxy 50 3578,15399,Order for Delivery of Wine;,Oxyrhynchos;,231 CE - 263 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,121
366,http://www.papyri.info/ddbdp/p.oxy;50;3579,p.oxy 50 3579,15400,Order for Delivery of Wine;,Oxyrhynchos;,235 CE - 267 CE;," grc, grc;",None;,None;,no,has marked tremas,,122
367,http://www.papyri.info/ddbdp/p.oxy;51;3607,p.oxy 51 3607,15342,Letter of Marcus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,123
368,http://www.papyri.info/ddbdp/p.oxy;51;3611,p.oxy 51 3611,15346,Letter to Amois;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,124
369,http://www.papyri.info/ddbdp/p.oxy;51;3612,p.oxy 51 3612,15347,Letter to Didymas;,Oxyrhynchos;,218 CE - 219 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,125
370,http://www.papyri.info/ddbdp/p.oxy;51;3615,p.oxy 51 3615,15350,Letter of Hephaestion;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.);",no,has marked tremas,,126
371,http://www.papyri.info/ddbdp/p.oxy;51;3618,p.oxy 51 3618,15351,Letter of Nemesianus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,127
372,http://www.papyri.info/ddbdp/p.oxy;51;3621,p.oxy 51 3621,15354,Letter of Helene;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Print;,no,has marked tremas,,128
373,http://www.papyri.info/ddbdp/p.oxy;51;3642,p.oxy 51 3642,26518,Letter of Satornilus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.);",no,has marked tremas,,129
374,http://www.papyri.info/ddbdp/p.oxy;51;3643,p.oxy 51 3643,26519,Letter of Troilus;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,130
375,http://www.papyri.info/ddbdp/p.oxy;51;3644,p.oxy 51 3644,30073,Edict of a Praefect;,Oxyrhynchos;,206 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,131
376,http://www.papyri.info/ddbdp/p.oxy;51;3645,p.oxy 51 3645,30074,Application for Payment;,Oxyrhynchos;,306 CE;," grc, grc;",None;,None;,no,has marked tremas,,132
377,http://www.papyri.info/ddbdp/p.oxy;52;3694,p.oxy 52 3694,15332,Notice to the Agoranomus;,Oxyrhynchos;,81 CE - 96 CE;," grc, grc;",None;,None;,no,no editorial tremas,,133
378,http://www.papyri.info/ddbdp/p.oxy;54;3767,p.oxy 54 3767,15280,"Petition to a Strategus, etc.;",Oxyrhynchos;,253 CE;," grc, grc;",None;,None;,no,has marked tremas,,134
379,http://www.papyri.info/ddbdp/p.oxy;55;3781,p.oxy 55 3781,22505,Order for Vegetable - seed;,Oxyrhynchos;,293 CE;," grc, grc;",None;,None;,no,no editorial tremas,,135
380,http://www.papyri.info/ddbdp/p.oxy;55;3788,p.oxy 55 3788,22512,Order for Purchases;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,136
757,http://www.papyri.info/ddbdp/p.oxy;55;3794,p.oxy 55 3794,69908,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,0
381,http://www.papyri.info/ddbdp/p.oxy;55;3801,p.oxy 55 3801,22523,Letter of Theon;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,137
382,http://www.papyri.info/ddbdp/p.oxy;55;3808,p.oxy 55 3808,25949,Letter of Anubion;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,138
383,http://www.papyri.info/ddbdp/p.oxy;55;3809,p.oxy 55 3809,29103,Letter of Pathermouthis;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,139
384,http://www.papyri.info/ddbdp/p.oxy;55;3810,p.oxy 55 3810,29104,Letter to a Wife;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,140
385,http://www.papyri.info/ddbdp/p.oxy;55;3811,p.oxy 55 3811,31912,Letter of a Strategus;,Oxyrhynchos;,347 CE;," grc, grc;",None;,None;,no,has marked tremas,,141
386,http://www.papyri.info/ddbdp/p.oxy;55;3812,p.oxy 55 3812,31913,Official Correspondence;,Oxyrhynchos;,280 CE;," grc, grc;",None;,None;,no,has marked tremas,,142
387,http://www.papyri.info/ddbdp/p.oxy;55;3816,p.oxy 55 3816,31917,Petition Concerning an Ephebus;,Oxyrhynchos;,218 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,143
388,http://www.papyri.info/ddbdp/p.oxy;55;3818,p.oxy 55 3818,22530,Publication of an Appointment;,Oxyrhynchos;,260 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,144
389,http://www.papyri.info/ddbdp/p.oxy;55;3819,p.oxy 55 3819,33737,Letter of Theon;,Oxyrhynchos;,118 CE - 138 CE;," grc, grc;",None;,None;,no,has marked tremas,,145
390,http://www.papyri.info/ddbdp/p.oxy;55;3820,p.oxy 55 3820,22531,Letter to Didyme;,Oxyrhynchos;,176 CE - 225 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,146
391,http://www.papyri.info/ddbdp/p.oxy;55;3821,p.oxy 55 3821,22532,Letter of Tasoïs;,Oxyrhynchos;,101 CE - 225 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,147
392,http://www.papyri.info/ddbdp/p.oxy;56;3852,p.oxy 56 3852,28936,Letter of Dius;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,148
393,http://www.papyri.info/ddbdp/p.oxy;56;3853,p.oxy 56 3853,31653,Letter of Ammon;,Oxyrhynchos;,330 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,149
394,http://www.papyri.info/ddbdp/p.oxy;56;3854,p.oxy 56 3854,31654,Fragment of a Letter;,Oxyrhynchos;,176 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,150
772,http://papyri.info/ddbdp/p.oxy;56;3855,p.oxy 56 3855,21598,letter,Oxyrhynchos,280 CE - 281 CE,"grc, grc;",None;,None;,21599,has marked tremas,,1
749,http://www.papyri.info/ddbdp/p.oxy;56;3855,p.oxy 56 3855,21599,Letter to a Tax - Farmer of the xenike praktoria;,Oxyrhynchos;,206 CE - 212 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",head,has marked tremas,,6
395,http://www.papyri.info/ddbdp/p.oxy;56;3856,p.oxy 56 3856,31655,Fragment of a Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,151
699,http://www.papyri.info/ddbdp/p.oxy;58;3919,p.oxy 58 3919,17903,Anweisung an die Totengräber;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,16
617,http://www.papyri.info/ddbdp/p.oxy;58;3923,p.oxy 58 3923,30768,Letter Concerning a Mouse - Catcher;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,71
396,http://www.papyri.info/ddbdp/p.oxy;58;3925,p.oxy 58 3925,17908,Fragment of a Letter;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,152
397,http://www.papyri.info/ddbdp/p.oxy;58;3930,p.oxy 58 3930,17913,Beginning of a Letter;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,153
398,http://www.papyri.info/ddbdp/p.oxy;59;3974,p.oxy 59 3974,19260,Order from a Prytanis to a Tax - Collector;,Oxyrhynchos;,265 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,154
618,http://www.papyri.info/ddbdp/p.oxy;59;3977,p.oxy 59 3977,19263,Letter to a Relative;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,72
765,http://www.papyri.info/ddbdp/p.oxy;59;3979,p.oxy 59 3979,19265,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,0
399,http://www.papyri.info/ddbdp/p.oxy;59;3980,p.oxy 59 3980,19267,Application for Examination of a Slave;,Oxyrhynchos;,215 CE;," grc, grc;",None;,None;,no,has marked tremas,,155
762,http://www.papyri.info/ddbdp/p.oxy;59;3982,p.oxy 59 3982,19269,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,0
619,http://www.papyri.info/ddbdp/p.oxy;59;3983,p.oxy 59 3983,19270,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,73
620,http://www.papyri.info/ddbdp/p.oxy;59;3984,p.oxy 59 3984,19271,keiner;,Oxyrhynchos;,77 CE - 83 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,74
400,http://www.papyri.info/ddbdp/p.oxy;59;3989,p.oxy 59 3989,27845,Petition for ius trium liberorum;,Oxyrhynchos;,263 CE;," grc, grc;",None;,None;,no,has marked tremas,,156
621,http://www.papyri.info/ddbdp/p.oxy;59;3990,p.oxy 59 3990,27846,Order to the Agoranomos to Register the Sale of a Slave;,Oxyrhynchos;,89 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,75
401,http://www.papyri.info/ddbdp/p.oxy;59;3991,p.oxy 59 3991,27847,Letter of Morus to a Friend;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,157
622,http://www.papyri.info/ddbdp/p.oxy;59;3993,p.oxy 59 3993,27849,keiner;,Oxyrhynchos;,89 CE;," grc, grc;",None;,"Img, Img (ext.);",no,has marked tremas,,76
623,http://www.papyri.info/ddbdp/p.oxy;59;3994,p.oxy 59 3994,31126,keiner;,Oxyrhynchos;,81 CE - 83 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,77
624,http://www.papyri.info/ddbdp/p.oxy;59;3995,p.oxy 59 3995,31127,keiner;,Oxyrhynchos;,99 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,78
625,http://www.papyri.info/ddbdp/p.oxy;59;3996,p.oxy 59 3996,31128,keiner;,Oxyrhynchos;,100 CE;," grc, grc;",None;,Print;,no,has marked tremas,,79
106,http://www.papyri.info/ddbdp/p.oxy;6;890,p.oxy 6 890,20353,Edict of a Praefect Concerning Archives;,Oxyrhynchos;,127 CE;," grc, grc;",None;,None;,no,has marked tremas,,1
107,http://www.papyri.info/ddbdp/p.oxy;6;891,p.oxy 6 891,20354,Auskunftserteilung durch die βιβλιοφύλακες ἐγκτήσεων über das Vermögen eines Inquisiten;,Oxyrhynchos;,309 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,2
108,http://www.papyri.info/ddbdp/p.oxy;6;926,p.oxy 6 926,31320,Notice of the Deaths of Slaves;,Oxyrhynchos;,78 CE - 79 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,3
109,http://www.papyri.info/ddbdp/p.oxy;6;927,p.oxy 6 927,31321,Letter of Apion;,Oxyrhynchos;,196 CE - 198 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,4
110,http://www.papyri.info/ddbdp/p.oxy;6;928,p.oxy 6 928,28338,Official Confirmation of the Return of a Will;,Oxyrhynchos;,116 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,5
746,http://www.papyri.info/ddbdp/p.oxy;6;929,p.oxy 6 929,28339,Notice of the Deaths of Slaves;,Oxyrhynchos;,78 CE - 79 CE;," grc, grc;",None;,"Img (ext.), Print;",head,no editorial tremas,,3
774,http://papyri.info/ddbdp/p.oxy;6;929,p.oxy 6 929,28340,Account,Oxyrhynchos,100 CE - 125 CE,"grc, grc;",None;,None;,28399,no editorial tremas,,3
111,http://www.papyri.info/ddbdp/p.oxy;6;930,p.oxy 6 930,28341,Letter to a Tax - Farmer of the xenike praktoria;,Oxyrhynchos;,206 CE - 212 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,6
112,http://www.papyri.info/ddbdp/p.oxy;6;931,p.oxy 6 931,28342,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,7
113,http://www.papyri.info/ddbdp/p.oxy;6;932,p.oxy 6 932,28343,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,has marked tremas,,8
114,http://www.papyri.info/ddbdp/p.oxy;6;933,p.oxy 6 933,31322,Letter of Fishermen to a Strategus;,Oxyrhynchos;,128 CE - 131 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,9
115,http://www.papyri.info/ddbdp/p.oxy;6;934,p.oxy 6 934,31323,Plainte au sujet d’une ruade;,Oxyrhynchos;,59 CE;," grc, grc;",None;,None;,no,no editorial tremas,,10
116,http://www.papyri.info/ddbdp/p.oxy;6;935,p.oxy 6 935,31324,Official correspondence;,Oxyrhynchos;,297 CE - 298 CE;," grc, grc;",None;,None;,no,no editorial tremas,,11
117,http://www.papyri.info/ddbdp/p.oxy;6;936,p.oxy 6 936,31325,Miscellaneous papyri;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,12
118,http://www.papyri.info/ddbdp/p.oxy;6;937,p.oxy 6 937,31326,Inizio di documento ufficiale;,Oxyrhynchos;,72 CE - 73 CE;," grc, grc;",None;,Print;,no,has marked tremas,,13
119,http://www.papyri.info/ddbdp/p.oxy;6;963,p.oxy 6 963,28344,Petition an den Präfekten von Ägypten Flavius Philagrius;,Oxyrhynchos;,334 CE - 340 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,14
120,http://www.papyri.info/ddbdp/p.oxy;6;967,p.oxy 6 967,28345,Rechtfertigung eines Dammaufsehers gegenüber dem Idioslogos;,Oxyrhynchos;,148 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,15
402,http://www.papyri.info/ddbdp/p.oxy;60;4058,p.oxy 60 4058,22535,"Register of correspondence received by ""tabularii"";",Oxyrhynchos;,247 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,158
777,http://www.papyri.info/ddbdp/p.oxy;60;4059,p.oxy 60 4059,22536,Edict of a Praefect Concerning Archives;,Oxyrhynchos;,127 CE;," grc, grc;",None;,None;,22537,no editorial tremas,,6
754,http://www.papyri.info/ddbdp/p.oxy;60;4059,p.oxy 60 4059,22537,Edict of a Praefect Concerning Archives;,Oxyrhynchos;,127 CE;," grc, grc;",None;,None;,head,no editorial tremas,,1
778,http://www.papyri.info/ddbdp/p.oxy;60;4059,p.oxy 60 4059,22538,Edict of a Praefect Concerning Archives;,Oxyrhynchos;,127 CE;," grc, grc;",None;,None;,22537,no editorial tremas,,7
403,http://www.papyri.info/ddbdp/p.oxy;60;4061,p.oxy 60 4061,22545,Order for Payment to Tax - collectors;,Oxyrhynchos;,272 CE - 278 CE;," grc, grc;",None;,None;,no,no editorial tremas,,159
404,http://www.papyri.info/ddbdp/p.oxy;60;4062,p.oxy 60 4062,22546,Order for Payment of Wine;,Oxyrhynchos;,324 CE;," grc, grc;",None;,None;,no,no editorial tremas,,160
405,http://www.papyri.info/ddbdp/p.oxy;60;4083,p.oxy 60 4083,22564,Order for Tasting Wine;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,161
406,http://www.papyri.info/ddbdp/p.oxy;60;4084,p.oxy 60 4084,22565,Appointment of a Representative and Instructions;,Oxyrhynchos;,289 CE;," grc, grc;",None;,None;,no,has marked tremas,,162
407,http://www.papyri.info/ddbdp/p.oxy;61;4116,p.oxy 61 4116,31661,Abstracts of Contracts;,Oxyrhynchos;,279 CE - 280 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,163
408,http://www.papyri.info/ddbdp/p.oxy;61;4118,p.oxy 61 4118,31662,List of Utensils;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,164
409,http://www.papyri.info/ddbdp/p.oxy;61;4119,p.oxy 61 4119,21620,Letter to a Dioecetes;,Oxyrhynchos;,74 CE;," grc, grc;",None;,None;,no,has marked tremas,,165
410,http://www.papyri.info/ddbdp/p.oxy;61;4120,p.oxy 61 4120,21621,Appointment of a Deputy - Prytanis;,Oxyrhynchos;,246 CE;," grc, grc;",None;,None;,no,has marked tremas,,166
418,http://www.papyri.info/ddbdp/p.oxy;61;4123,p.oxy 61 4123,21624,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,7
750,http://www.papyri.info/ddbdp/p.oxy;62;4340,p.oxy 62 4340,31664,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,7
419,http://www.papyri.info/ddbdp/p.oxy;63;4354,p.oxy 63 4354,22122,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,8
420,http://www.papyri.info/ddbdp/p.oxy;63;4358,p.oxy 63 4358,22125,Letter of Fishermen to a Strategus;,Oxyrhynchos;,128 CE - 131 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,9
421,http://www.papyri.info/ddbdp/p.oxy;63;4369,p.oxy 63 4369,22132,Plainte au sujet d’une ruade;,Oxyrhynchos;,59 CE;," grc, grc;",None;,None;,no,no editorial tremas,,10
422,http://www.papyri.info/ddbdp/p.oxy;64;4435,p.oxy 64 4435,32161,Official correspondence;,Oxyrhynchos;,297 CE - 298 CE;," grc, grc;",None;,None;,no,no editorial tremas,,11
423,http://www.papyri.info/ddbdp/p.oxy;65;4481,p.oxy 65 4481,78580,Miscellaneous papyri;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,12
424,http://www.papyri.info/ddbdp/p.oxy;65;4483,p.oxy 65 4483,78583,Inizio di documento ufficiale;,Oxyrhynchos;,72 CE - 73 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,13
425,http://www.papyri.info/ddbdp/p.oxy;66;4526,p.oxy 66 4526,78598,Petition an den Präfekten von Ägypten Flavius Philagrius;,Oxyrhynchos;,334 CE - 340 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,14
426,http://www.papyri.info/ddbdp/p.oxy;66;4544,p.oxy 66 4544,78613,Rechtfertigung eines Dammaufsehers gegenüber dem Idioslogos;,Oxyrhynchos;,148 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,15
626,http://www.papyri.info/ddbdp/p.oxy;67;4592,p.oxy 67 4592,16756,keiner;,Oxyrhynchos;,100 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,80
627,http://www.papyri.info/ddbdp/p.oxy;67;4625,p.oxy 67 4625,78664,keiner;,Oxyrhynchos;,95 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,81
628,http://www.papyri.info/ddbdp/p.oxy;67;4626,p.oxy 67 4626,78665,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,82
629,http://www.papyri.info/ddbdp/p.oxy;67;4627,p.oxy 67 4627,78666,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,83
121,http://www.papyri.info/ddbdp/p.oxy;7;1032,p.oxy 7 1032,20328,Anweisung an die Totengräber;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,16
122,http://www.papyri.info/ddbdp/p.oxy;7;1054,p.oxy 7 1054,20344,Gestellungsbürgschaft;,Oxyrhynchos;,173 CE - 174 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,17
123,http://www.papyri.info/ddbdp/p.oxy;7;1055,p.oxy 7 1055,20346,Copia (?) di un rapporto di episkepsis;,Oxyrhynchos;,159 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,18
124,http://www.papyri.info/ddbdp/p.oxy;7;1062,p.oxy 7 1062,28331,Richiesta di pagamento da parte della corporazione τῶν χαλκέων;,Oxyrhynchos;,283 CE - 292 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,19
125,http://www.papyri.info/ddbdp/p.oxy;7;1063,p.oxy 7 1063,28332,Letter of the Senate to the Strategus;,Oxyrhynchos;,310 CE - 311 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,20
126,http://www.papyri.info/ddbdp/p.oxy;7;1064,p.oxy 7 1064,20351,Registration of an Apprentice;,Oxyrhynchos;,58 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,21
127,http://www.papyri.info/ddbdp/p.oxy;7;1065,p.oxy 7 1065,31312,Registration of an Apprentice;,Oxyrhynchos;,62 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,22
128,http://www.papyri.info/ddbdp/p.oxy;7;1066,p.oxy 7 1066,31313,Official Letter;,Oxyrhynchos;,188 CE - 190 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,23
129,http://www.papyri.info/ddbdp/p.oxy;7;1067,p.oxy 7 1067,31314,Entwurf zu einer Eingabe (Neuedition von P.Mich. XI 616);,Oxyrhynchos;,181 CE - 183 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,24
130,http://www.papyri.info/ddbdp/p.oxy;7;1068,p.oxy 7 1068,31315,Fragment of official letter or petition;,Oxyrhynchos;,341 CE;," grc, grc;",None;,None;,no,has marked tremas,,25
131,http://www.papyri.info/ddbdp/p.oxy;7;1069,p.oxy 7 1069,31316,Lettera di Theone ad Heraclide;,Oxyrhynchos;,101 CE - 150 CE;," grc, grc;",None;,Print;,no,has marked tremas,,26
